actualNode,err:Syntax|SyntaxNode actualNode = syntaxNodeFromLines(k, rule, subject);
normalizedActualNode,SyntaxNode normalizedActualNode = normalizeSyntaxNode(actualNode);
lat,t:ListAtomicType? lat = t:listAtomicType(vc.typeContext(), ty);
operands,Operand[] operands = insn.operands;
ty,t:SemType ty = insn.result.semType;
mat,t:MappingAtomicType? mat = t:mappingAtomicType(vc.typeContext(), ty);
indexOperand,IntOperand indexOperand = insn.operands[1];
memberType,t:SemType memberType = t:listMemberTypeInnerVal(vc.typeContext(), insn.operands[0].semType, indexOperand.semType);
i,IntOperand i = insn.operands[1];
memberType,t:SemType memberType = t:listMemberTypeInnerVal(vc.typeContext(), insn.operands[0].semType, insn.operands[1].semType);
keyOperand,StringOperand keyOperand = insn.operands[1];
memberType,t:SemType memberType = t:mappingMemberTypeInner(vc.typeContext(), insn.operands[0].semType, keyOperand.semType);
keyOperand,StringOperand keyOperand = insn.operands[1];
memberType,t:SemType memberType = t:mappingMemberTypeInnerVal(vc.typeContext(), insn.operands[0].semType, keyOperand.semType);
lhs,Operand lhs = insn.operands[0];
rhs,Operand rhs = insn.operands[1];
label,int label = code.blocks.length();
bb,BasicBlock bb = { label, name };
r,VarRegister r = { number: code.registers.length(), semType, pos, name, scope };
r,FinalRegister r = { number: code.registers.length(), semType, pos, name, scope };
r,NarrowRegister r = { number: code.registers.length(), underlying, semType, pos };
r,ParamRegister r = { number: code.registers.length(), semType, pos, name, scope };
r,TmpRegister r = { number: code.registers.length(), semType, pos, name };
r,AssignTmpRegister r = { number: code.registers.length(), semType, pos, name };
isNamed,boolean isNamed = ty.name != ();
elementTypes,Type[] elementTypes = ty.elementTypes;
ty1,Type ty1 = v1.ty;
ty2,Type ty2 = v2.ty;
words,string[] words = [];
operand,string operand = concat(...words);
structBody,string[] structBody = [];
elemTypes,Type[] elemTypes = [];
element,final Value element = elements[i];
structTy,Type structTy = structType(elemTypes);
ty,ArrayType ty = arrayType(elementType, values.length());
body,string[] body = ["["];
element,final ConstValue element = values[i];
ty,ArrayType ty = arrayType("i8", bytes.length());
val,ConstValue val = new(ty, charArray(bytes));
words,string[] words = [];
destTy,PointerType destTy = gepArgs(words, ptr, indices, inbounds, self);
words,string[] words = [];
words,string[] words = [];
structName,string structName = "%" + escapeIdent(name);
ty,StructType ty = { elementTypes: [], name: structName };
tyName,string? tyName = namedStructTy.name;
valRep,string valRep;
data,var data = entry[1];
words,string[] words = [entry[0], "=", "type", typeToString(data[0], self, true)];
tyName,string? tyName = ty.name;
data,var data = self.namedStructTypes[tyName];
dIBuilder,DIBuilder dIBuilder = new(self, self.context);
metadata,Metadata metadata = self.addMetadata();
preambleWords,string[] preambleWords = [];
fnName,string fnName = self.escapeGlobalIdent(name);
fn,FunctionDefn fn = new (self.context, fnName, fnType);
fnName,string fnName = self.escapeGlobalIdent(name);
fn,FunctionDecl fn = new(self.context, fnName, fnType);
fnExisting,FunctionDecl? fnExisting = <FunctionDecl?>self.globals[name];
fnExisting,boolean fnExisting = self.globals[name] != ();
fn,FunctionDecl fn = new(self.context, "llvm." + name, fnType);
varName,string varName = self.escapeGlobalIdent(name);
ptrType,PointerType ptrType = pointerType(ty, props.addressSpace);
val,ConstPointerValue val = new ConstPointerValue(ptrType, "@" + varName);
aliasName,string aliasName = self.escapeGlobalIdent(name);
alias,ConstPointerValue alias = new (pointerType(aliasTy, props.addressSpace), "@" + aliasName);
varName,string varName = escapeIdent(name);
out,Output out = new;
out,Output out = new;
words,string[] words = ["target", "triple", "=", "\"", <TargetTriple>self.target, "\""];
line,string[] line = [alias.operand, "="];
words,string[] words = [];
initializer,var initializer = prop.initializer;
metadata,Metadata metadata = new(self.genMetadataLabel());
attrib,ReturnEnumAttribute attrib = attribute[1];
attrib,ParamEnumAttribute attrib = attribute[1];
paramIndex,int paramIndex = attribute[0];
paramType,final Type paramType = functionType.paramTypes[i];
register,string register = "%" + i.toString();
arg,Value arg = new (paramType, register);
isFirst,boolean isFirst = true;
bbName,string|Unnamed bbName = self.genName(name);
bb,BasicBlock bb = new (self.context, bbName, self);
varName,string varName = name;
count,int count = self.variableNames.get(varName);
newName,string newName = varName + "." + count.toString();
varName,int varName = self.unnamedLabelCount;
reg,string|Unnamed reg = self.genName(name);
attrib,ReturnEnumAttribute attrib = attribute[1];
attrib,ParamEnumAttribute attrib = attribute[1];
paramIndex,int paramIndex = attribute[0];
newLabel,string newLabel = self.nameCounter.toString();
newName,string newName = "%" + self.nameCounter.toString();
newName,string newName = self.nameTranslation[name];
metadata,Metadata metadata = self.m.addMetadata();
words,string[] words = [];
metadata,Metadata metadata = self.m.addMetadata();
metadata,Metadata metadata = self.m.addMetadata();
body,string[] body = [metadata.ref(), "=", "!", "DIDerivedType", "(", "tag", ":", "DW_TAG_pointer_type"];
name,string? name = props.name;
alignInBits,Alignment? alignInBits = props.alignInBits;
metadata,Metadata metadata = self.m.addMetadata();
body,string[] body = [metadata.ref(), "=", "!", "DIDerivedType", "(", "tag", ":", "DW_TAG_typedef", ",", "name", ":", "\"", name, "\"", ",", "scope", ":", scope.ref(), ",", "file", ":", file.ref()];
metadata,Metadata metadata = self.m.addMetadata();
encodingToString,string encodingToString = "DW_ATE_" + props.encoding;
metadata,Metadata metadata = self.m.addMetadata();
words,string[] words = [];
align,int? align = props.alignInBits;
words,(string|Unnamed)[] words = ["call", "void", "@llvm.dbg.value", "(", "metadata", typeToString(props.value.ty, self.context), props.value.operand, ",", "metadata", props.varInfo.ref(), ",", "metadata", props.expr.ref(), ")"];
words,(string|Unnamed)[] words = ["call", "void", "@llvm.dbg.declare", "(", "metadata", typeToString(props.value.ty, self.context), props.value.operand, ",", "metadata", props.varInfo.ref(), ",", "metadata", props.expr.ref(), ")"];
metadata,Metadata metadata = self.m.addMetadata();
words,string[] words = [];
scope,Metadata? scope = props.scope;
file,Metadata? file = props.file;
ty,Metadata? ty = props.ty;
flags,string[] flags = [];
retainedNodes,Metadata retainedNodes = self.m.addMetadata();
metadata,Metadata metadata = self.m.addMetadata();
metadata,Metadata metadata = self.m.addMetadata();
words,string[] words = [metadata.ref(), "=", "distinct", "!", "DILexicalBlock", "(", "scope", ":", scope.ref(), ",", "file", ":", file.ref()];
metadata,Metadata metadata = self.m.addMetadata();
typeNode,Metadata typeNode = self.m.addMetadata();
metadata,Metadata metadata = self.m.addMetadata();
words,string[] words = [metadata.ref(), "=", "!", "DILocation", "("];
bb,BasicBlock bb = self.bb();
reg,string|Unnamed reg = bb.func.genReg(name);
ptrTy,PointerType ptrTy = pointerType(ty);
bb,BasicBlock bb = self.bb();
ty,Type ty = ptr.ty.pointsTo;
reg,string|Unnamed reg = bb.func.genReg(name);
ty,Type ty = ptr.ty.pointsTo;
bb,BasicBlock bb = self.bb();
reg,string|Unnamed reg = bb.func.genReg(name);
ty,IntType|FloatType ty = sameNumberType(lhs, rhs);
bb,BasicBlock bb = self.bb();
reg,string|Unnamed reg = bb.func.genReg(name);
ty,IntType|FloatType ty = sameNumberType(lhs, rhs);
bb,BasicBlock bb = self.bb();
reg,string|Unnamed reg = bb.func.genReg(name);
ty,IntegralType ty = sameIntegralType(lhs, rhs);
bb,BasicBlock bb = self.bb();
reg,string|Unnamed reg = bb.func.genReg(name);
ty,IntType|FloatType ty = sameNumberType(lhs, rhs);
bb,BasicBlock bb = self.bb();
reg,string|Unnamed reg = bb.func.genReg(name);
words,(string|Unnamed)[] words = [reg, "="];
bb,BasicBlock bb = self.bb();
bb,BasicBlock bb = self.bb();
reg,string|Unnamed reg = bb.func.genReg(name);
bb,BasicBlock bb = self.bb();
reg,string|Unnamed reg = bb.func.genReg(name);
bb,BasicBlock bb = self.bb();
reg,string|Unnamed reg = bb.func.genReg(name);
valueType,Type valueType = val.ty;
bb,BasicBlock bb = self.bb();
reg,string|Unnamed reg = bb.func.genReg(name);
valTy,Type valTy = val.ty;
bb,BasicBlock bb = self.bb();
reg,string|Unnamed reg = bb.func.genReg(name);
valTy,Type valTy = val.ty;
bb,BasicBlock bb = self.bb();
reg,string|Unnamed reg = bb.func.genReg(name);
bb,BasicBlock bb = self.bb();
insnWords,(string|Unnamed)[] insnWords;
retType,RetType retType;
bb,BasicBlock bb = self.bb();
fnTy,Type fnTy = fn.ty.pointsTo;
fnName,var fnName = fn.operand;
functionName,string functionName = "@" + fn.functionName;
reg,string|Unnamed reg = bb.func.genReg(name);
words,(string|Unnamed)[] words = [reg];
insnWords,(string|Unnamed)[] insnWords = [];
arg,final Value arg = args[i];
bb,BasicBlock bb = self.bb();
reg,string|Unnamed reg = bb.func.genReg(name);
elementType,Type elementType = getTypeAtIndex(<StructType>value.ty, index, self.context);
bb,BasicBlock bb = self.bb();
condTy,Type condTy = condition.ty;
bb,BasicBlock bb = self.bb();
bb,BasicBlock bb = self.bb();
reg,string|Unnamed reg = bb.func.genReg(name);
words,(string|Unnamed)[] words = [];
destTy,PointerType destTy = gepArgs(words, ptr, indices, inbounds, self.context);
bb,BasicBlock bb = self.bb();
reg,string|Unnamed reg = bb.func.genReg(name);
words,(string|Unnamed)[] words = [];
tem,BasicBlock? tem = self.currentBlock;
chunks,(string|Unnamed)[] chunks = [];
currentChunk,string[] currentChunk = [];
newLines,(string|Unnamed)[][] newLines = [];
newLine,(string|Unnamed)[] newLine = [];
newLine,string[] newLine = [];
outputLine,string outputLine = createLine([concat(...newLine)], INDENT);
ty1,Type ty1 = v1.ty;
ty2,Type ty2 = v2.ty;
tyName,string? tyName = ty.name;
elementTypes,Type[] elementTypes = ty.elementTypes;
typeStringBody,string[] typeStringBody = [];
elementType,final Type elementType = elementTypes[i];
typeStringBody,string[] typeStringBody = [];
typeStringBody,string[] typeStringBody = [];
paramType,final Type paramType = ty.paramTypes[i];
elementTypes,Type[] elementTypes = ty.name == () ? ty.elementTypes : context.getNamedStructBody(ty);
words,string[] words = [];
metadata,Metadata? metadata = fn.metadata;
ty,final Type ty = fn.functionType.paramTypes[i];
parts,string[] parts = [];
lastTail,string lastTail = parts.length() > 0 ? parts[parts.length() - 1] : "";
head,string head = word.length() > 0 ? word.substring(0, 1) : "";
escaped,string escaped = "\"";
cp,int cp = ch.toCodePointInt();
bytes,byte[] bytes = ch.toBytes();
result,string result = "";
hex,string hex = cp.toHexString().toUpperAscii();
ptrTy,Type ptrTy = ptr.ty;
resultType,Type resultType = ptr.ty;
resultAddressSpace,int resultAddressSpace = 0;
i,int i;
indexTy,Type indexTy = index.ty;
result,string result = "c\"";
hex,string hex = b.toHexString().toUpperAscii();
context,Context context = new;
builder,Builder builder = context.createBuilder();
m,Module m = context.createModule();
g,ConstPointerValue g = m.addGlobal("i64", "g", initializer=context.constInt("i64", 5), addressSpace=1, linkage="internal");
a,ConstPointerValue a = m.addAlias("i64", g, "a", addressSpace=1);
mainFunction,FunctionDefn mainFunction = m.addFunctionDefn("main", {returnType: "i64", paramTypes: []});
initBlock,BasicBlock initBlock = mainFunction.appendBasicBlock();
retVal,Value retVal = builder.load(a);
context,Context context = new;
builder,Builder builder = context.createBuilder();
m,Module m = context.createModule();
foo,FunctionDefn foo = m.addFunctionDefn("foo", {returnType: "void", paramTypes: ["i8"]});
initBlock,BasicBlock initBlock = foo.appendBasicBlock();
a,Value a = foo.getParam(0);
context,Context context = new;
builder,Builder builder = context.createBuilder();
m,Module m = context.createModule();
const1,Value const1 = context.constStruct([context.constInt("i64", 1), context.constInt("i64", 2)]);
const1Ty,Type const1Ty = structType(["i64", "i64"]);
const2,Value const2 = context.constStruct([context.constInt("i64", 3), context.constInt("i64", 4)]);
const2Ty,Type const2Ty = structType(["i64", "i64"]);
const3,Value const3 = context.constStruct([const1, const2]);
const3Ty,Type const3Ty = structType([const1Ty, const2Ty]);
testTy,FunctionType testTy = {returnType: const1Ty, paramTypes: []};
test,FunctionDefn test = m.addFunctionDefn("test", testTy);
initBlock,BasicBlock initBlock = test.appendBasicBlock();
test2,FunctionDefn test2 = m.addFunctionDefn("test2", {returnType: const3Ty, paramTypes: []});
initBlock2,BasicBlock initBlock2 = test2.appendBasicBlock();
constFnStruct,Value constFnStruct = context.constStruct([test]);
constFnStructTy,Type constFnStructTy = structType([pointerType(testTy)]);
test3,FunctionDefn test3 = m.addFunctionDefn("test3", {returnType:constFnStructTy, paramTypes: []});
bb,BasicBlock bb = test3.appendBasicBlock();
context,Context context = new;
m,Module m = context.createModule();
sub,FunctionDecl sub = m.getIntrinsicDeclaration("ssub.with.overflow.i64.i64");
abort,Function abort = m.addFunctionDefn("abort", {returnType:"void", paramTypes:[]});
foo,FunctionDefn foo = m.addFunctionDefn("foo", {returnType: "i64", paramTypes: ["i64", "i64"]});
initBlock,BasicBlock initBlock = foo.appendBasicBlock();
builder,Builder builder = context.createBuilder();
R3,PointerValue R3 = builder.alloca("i64");
R4,PointerValue R4 = builder.alloca("i64");
R0,Value R0 = foo.getParam(0);
R1,Value R1 = foo.getParam(1);
R5,Value R5 = builder.load(R3);
R6,Value R6 = builder.load(R4);
R_7,Value? R_7 = builder.call(sub, [R5, R6]);
R7,Value R7;
R8,Value R8 = builder.extractValue(R7, 0);
R9,Value R9 = builder.extractValue(R7, 1);
R10,Value R10 = builder.iBitwise("xor", R9, context.constInt("i1", 1));
ifTrue,BasicBlock ifTrue = foo.appendBasicBlock();
ifFalse,BasicBlock ifFalse = foo.appendBasicBlock();
context,Context context = new;
builder,Builder builder = context.createBuilder();
m,Module m = context.createModule();
structTy,StructType structTy = context.structCreateNamed("structTy");
fnTy,FunctionType fnTy = functionType(structTy, [structTy, "i64"]);
notUsed,StructType notUsed = context.structCreateNamed("notUsed");
g,ConstPointerValue g = m.addGlobal(structTy, "g");
foo,FunctionDefn foo = m.addFunctionDefn("foo", { returnType: structTy, paramTypes: [] });
fooBB,BasicBlock fooBB = foo.appendBasicBlock();
bar,FunctionDefn bar = m.addFunctionDefn("bar", { returnType: "void", paramTypes: [structTy] });
barBB,BasicBlock barBB = bar.appendBasicBlock();
context,Context context = new;
builder,Builder builder = context.createBuilder();
m,Module m = context.createModule();
test,FunctionDefn test = m.addFunctionDefn("test", {returnType: "i64", paramTypes: ["i64", "i64", "i64"]});
p0,Value p0 = test.getParam(0);
p1,Value p1 = test.getParam(1);
p2,Value p2 = test.getParam(2);
initBlock,BasicBlock initBlock = test.appendBasicBlock();
temp1,Value temp1 = builder.iArithmeticWrap("add",p0, p1);
temp2,Value temp2 = builder.iArithmeticWrap("add",temp1, p2);
test2,FunctionDecl test2 = m.addFunctionDecl("test2", {returnType:"i64", paramTypes:["i64", "i64", "i64"]});
context,Context context = new;
m,Module m = context.createModule();
fnTy,FunctionType fnTy = functionType("i64", ["i8", "i64"]);
otherFnTy,FunctionType otherFnTy = functionType("i8", ["i64"]);
otherFnPtrTy,PointerType otherFnPtrTy = pointerType(otherFnTy, 0);
fn,FunctionDecl fn = m.addFunctionDecl("otherFn", otherFnTy);
fnPointerTy,PointerType fnPointerTy = pointerType(fnTy, 0);
structTy,StructType structTy = structType(["i32", fnPointerTy]);
context,Context context = new;
builder,Builder builder = context.createBuilder();
m,Module m = context.createModule();
foo,FunctionDefn foo = m.addFunctionDefn("foo", {returnType: "i64", paramTypes: []});
bar,FunctionDecl bar = m.addFunctionDecl("bar",{returnType:"i64", paramTypes:["i64"]});
barVoid,FunctionDecl barVoid = m.addFunctionDecl("barVoid", {returnType:"void", paramTypes: []});
initBlock,BasicBlock initBlock = foo.appendBasicBlock();
R_1,Value? R_1 = builder.call(bar, [context.constInt("i64", 0)]);
R1,Value R1;
context,Context context = new;
builder,Builder builder = context.createBuilder();
m,Module m = context.createModule();
mainFunction,FunctionDefn mainFunction = m.addFunctionDefn("main", {returnType: "i64", paramTypes: []});
initBlock,BasicBlock initBlock = mainFunction.appendBasicBlock();
context,Context context = new;
m,Module m = context.createModule();
g1Ty,StructType g1Ty = structType(["i64", "i32", "i8"]);
g1,ConstPointerValue g1 = m.addGlobal(g1Ty, "g1", isConstant=true);
init,ConstValue init = context.constGetElementPtr(g1, [context.constInt("i32", 0), context.constInt("i32", 0)], "inbounds");
g2,ConstPointerValue g2 = m.addGlobal(pointerType("i64", 0), "g2", initializer=init);
init2,ConstValue init2 = context.constBitCast(g2, pointerType("i32", 0));
g4,ConstPointerValue g4 = m.addGlobal(pointerType("i32", 0), "g4", isConstant=true);
init3,ConstValue init3 = context.constAddrSpaceCast(g4, pointerType("i32", 1));
context,Context context = new;
builder,Builder builder = context.createBuilder();
m,Module m = context.createModule();
foo,FunctionDefn foo = m.addFunctionDefn("foo", {returnType: "void", paramTypes: []});
fooBB,BasicBlock fooBB = foo.appendBasicBlock();
bar,FunctionDefn bar = m.addFunctionDefn("bar", {returnType: "i64", paramTypes: []});
barBB,BasicBlock barBB = bar.appendBasicBlock();
context,Context context = new;
builder,Builder builder = context.createBuilder();
m,Module m = context.createModule();
foo,FunctionDefn foo = m.addFunctionDefn("main", {returnType: "i64",paramTypes:["i64"]});
initBlock,BasicBlock initBlock = foo.appendBasicBlock();
R0,Value R0 = foo.getParam(0);
R2,PointerValue R2 = builder.alloca("i64");
R3,PointerValue R3 = builder.alloca("i64");
R4,Value R4 = builder.load(R2);
context,Context context = new;
builder,Builder builder = context.createBuilder();
m,Module m = context.createModule();
foo,FunctionDefn foo = m.addFunctionDefn("main", {returnType: "i64", paramTypes:["i64"]});
initBlock,BasicBlock initBlock = foo.appendBasicBlock();
R0,Value R0 = foo.getParam(0);
R2,PointerValue R2 = builder.alloca("i64");
R3,PointerValue R3 = builder.alloca("i64");
R4,Value R4 = builder.load(R2);
m,Module m = basicMain();
output,Output output = new ();
outputPath,string outputPath = check file:joinPath(file:getCurrentDir(), "modules", "print.llvm", "tests", "testOutputs", "tmp.ll");
context,Context context = new;
builder,Builder builder = context.createBuilder();
m,Module m = context.createModule();
foo1,FunctionDefn foo1 = m.addFunctionDefn("foo1", {returnType: "i64", paramTypes: ["i64"]});
foo1BB,BasicBlock foo1BB = foo1.appendBasicBlock();
R2,PointerValue R2 = builder.alloca("i64");
R0,Value R0 = foo1.getParam(0);
R3,Value R3 = builder.load(R2);
foo2,FunctionDefn foo2 = m.addFunctionDefn("foo2", {returnType: "i64", paramTypes: ["i64", "i64"]});
bb2,BasicBlock bb2 = foo2.appendBasicBlock();
R3,PointerValue R3 = builder.alloca("i64");
R4,PointerValue R4 = builder.alloca("i64");
R0,Value R0 = foo2.getParam(0);
R1,Value R1 = foo2.getParam(1);
R5,Value R5 = builder.load(R4);
foo3,FunctionDefn foo3 = m.addFunctionDefn("foo3", {returnType: "i64", paramTypes: ["i64", "i64", "i64"]});
bb3,BasicBlock bb3 = foo3.appendBasicBlock();
R4,PointerValue R4 = builder.alloca("i64");
R5,PointerValue R5 = builder.alloca("i64");
R6,PointerValue R6 = builder.alloca("i64");
R0,Value R0 = foo3.getParam(0);
R1,Value R1 = foo3.getParam(1);
R2,Value R2 = foo3.getParam(2);
R7,Value R7 = builder.load(R6);
context,Context context = new;
builder,Builder builder = context.createBuilder();
m,Module m = context.createModule();
foo,FunctionDefn foo = m.addFunctionDefn("main", {returnType: "i64", paramTypes: []});
initBlock,BasicBlock initBlock = foo.appendBasicBlock();
R1,PointerValue R1 = builder.alloca("i64");
context,Context context = new;
builder,Builder builder = context.createBuilder();
m,Module m = context.createModule();
foo,FunctionDefn foo = m.addFunctionDefn("foo", {returnType: pointerType("i64"), paramTypes: [pointerType("i8")]});
fooBB,BasicBlock fooBB = foo.appendBasicBlock();
arg,Value arg = foo.getParam(0);
third,Value third = builder.bitCast(arg, pointerType("i64"));
context,Context context = new;
builder,Builder builder = context.createBuilder();
m,Module m = context.createModule();
foo1,FunctionDefn foo1 = m.addFunctionDefn("foo1", {returnType: "i64", paramTypes: []});
